drug_row,drug_col,cell_line,mean_synergy,std,ci_low,ci_high,conservative_score,topk_probability
111,64,7,5.858773689830381,0.6285475275048458,4.626820535920883,7.090726843739878,5.230226162325534,0.88
111,99,17,5.632241438246911,0.7842547847201847,4.095102060195349,7.169380816298474,4.847986653526727,0.73
111,45,17,5.018850323399594,0.7199255560118366,3.6077962336163942,6.429904413182793,4.298924767387757,0.39
111,99,36,4.820562209382801,0.7157349313067656,3.41772174402154,6.223402674744062,4.104827278076035,0.26
111,45,7,4.616028735077331,0.567015744393867,3.504677876065351,5.72737959408931,4.0490129906834635,0.15
64,45,39,4.711198097761608,0.7196183202031685,3.300746190163398,6.121650005359818,3.9915797775584396,0.25
111,45,26,4.537483489889866,0.6317755413715148,3.2992034288016976,5.775763550978035,3.9057079485183515,0.11
111,64,44,4.400539766062919,0.579332846199374,3.265047387512146,5.536032144613692,3.821206919863545,0.03
111,99,39,4.339643748693565,0.6500489843702352,3.065547739327904,5.613739758059225,3.6895947643233296,0.09
99,43,39,4.1441418940243935,0.5050175928328492,3.154307412072009,5.133976375976778,3.6391243011915444,0.03
74,75,17,4.240288082143043,0.6309282461773434,3.00366871963545,5.476907444650636,3.6093598359656998,0.01
111,64,41,4.085557328822554,0.5773532980484153,2.95394486464766,5.217169792997447,3.5082040307741384,0.01
111,64,53,4.0535139275610215,0.5985780687013834,2.8803009129063097,5.226726942215733,3.454935858859638,0.01
38,99,16,4.110157632489058,0.7189203040984204,2.7010738364561533,5.519241428521962,3.391237328390637,0.03
111,6,4,3.904045359844181,0.5427749318616242,2.8402064933953977,4.9678842262929646,3.361270427982557,0.0
111,38,16,3.7970779026773003,0.4967652330668585,2.8234180458662577,4.770737759488343,3.3003126696104417,0.0
111,43,4,3.6680779080817065,0.49742921764950115,2.6931166414886842,4.643039174674729,3.1706486904322055,0.0
41,75,52,3.685133359331749,0.6774549830227586,2.357321592607142,5.012945126056356,3.00767837630899,0.0
111,6,26,3.529245852127344,0.5505952396885926,2.450079182337703,4.608412521916986,2.9786506124387517,0.0
111,64,47,3.4299841437130874,0.4650041894413101,2.5185759324081194,4.341392355018055,2.964979954271777,0.0
111,45,8,3.4054810023476416,0.4780086126942589,2.468584121466894,4.342377883228389,2.9274723896533827,0.0
99,43,17,3.46864533729287,0.5683315453817153,2.354715508344708,4.582575166241032,2.900313791911155,0.0
111,45,13,3.7276865062826197,0.8393221341239094,2.082615123399757,5.372757889165483,2.8883643721587102,0.02
80,70,39,3.363950046522373,0.49669350380374966,2.3904307790670236,4.3374693139777225,2.867256542718623,0.0
111,45,41,3.2650475381881527,0.4044989342824371,2.472229626994576,4.05786544938173,2.8605486039057157,0.0
111,45,24,3.279752626824695,0.4428885269735142,2.411691113956607,4.147814139692783,2.836864099851181,0.0
111,117,17,3.402138163588075,0.5876130394003443,2.2504166063634,4.55385972081275,2.814525124187731,0.0
111,36,7,3.4006527239072386,0.5965857062757254,2.2313447396068167,4.5699607082076605,2.804067017631513,0.0
111,6,19,3.442077303720031,0.6434614442472627,2.180892872995396,4.703261734444666,2.7986158594727684,0.0
111,6,1,3.238491814759311,0.4771447785411376,2.3032880488186813,4.173695580699941,2.761347036218173,0.0
111,36,1,3.2736094592368166,0.5178231716673497,2.258676042768811,4.288542875704822,2.755786287569467,0.0
111,43,14,3.1171608183276565,0.40121049921279645,2.3307882398705755,3.9035333967847374,2.71595031911486,0.0
111,36,36,3.2305135399745994,0.5219283054261273,2.20753406133939,4.253493018609809,2.708585234548472,0.0
111,32,16,3.2343658444127037,0.5551039581563408,2.146362086426276,4.322369602399132,2.679261886256363,0.0
117,99,36,3.0715053309022284,0.40806785978456744,2.271692325724476,3.8713183360799808,2.663437471117661,0.0
111,36,14,3.143126733904487,0.4826658064987631,2.1971017531669115,4.089151714642063,2.660460927405724,0.0
111,36,39,3.09802699704794,0.47821542143761764,2.1607247710302095,4.035329223065671,2.6198115756103224,0.0
99,43,45,3.1927952396544494,0.6051085572082329,2.006782467526313,4.378808011782586,2.5876866824462166,0.0
111,99,58,3.268112438240279,0.6938272701860573,1.908210988675607,4.6280138878049515,2.574285168054222,0.0
111,117,16,3.090263067682509,0.6002909941646649,1.913692719119766,4.266833416245253,2.489972073517844,0.0
111,117,7,2.952612146108978,0.4684143043282487,2.0345201096256105,3.8707041825923456,2.4841978417807296,0.0
111,43,53,2.842147622818442,0.43288075825182687,1.9937013366448613,3.6905939089920228,2.409266864566615,0.0
111,99,50,2.925081020353659,0.5164596534393061,1.9128200996126188,3.937341941094699,2.408621366914353,0.0
111,99,37,2.9579071578944793,0.5678498611400298,1.844921430060021,4.070892885728938,2.3900572967544496,0.0
111,36,13,2.976798002179263,0.6232688199907804,1.7551911149973334,4.198404889361193,2.3535291821884825,0.0
99,43,14,2.801991050391521,0.45197442247453595,1.9161211823414304,3.6878609184416113,2.3500166279169847,0.0
41,99,17,2.909161365595089,0.5881860646444579,1.7563166788919515,4.062006052298226,2.3209753009506313,0.0
74,99,53,2.7917181539925724,0.490292965642164,1.8307439413339308,3.752692366651214,2.301425188350408,0.0
111,6,45,2.8751068287673958,0.5796591965755203,1.738974803479376,4.011238854055415,2.2954476321918755,0.0
64,99,16,2.9030191797605234,0.6721439664846984,1.5856170054505145,4.220421354070532,2.2308752132758247,0.0
111,6,22,2.6986471769422726,0.4852002213823206,1.7476547430329243,3.649639610851621,2.213446955559952,0.0
111,64,54,2.6649444092777137,0.47813605130843695,1.7277977487131773,3.60209106984225,2.1868083579692765,0.0
111,99,18,2.5936903575144292,0.42636359627717485,1.7580177088111664,3.429363006217692,2.167326761237254,0.0
99,32,26,2.6615047574779975,0.4945088110242122,1.6922674878705417,3.6307420270854536,2.1669959464537856,0.0
99,45,4,2.78959159812012,0.6243077926577432,1.5659483245109431,4.0132348717292965,2.1652838054623764,0.0
111,64,35,2.599515522171546,0.47145854915688234,1.6754567658240564,3.5235742785190354,2.1280569730146635,0.0
111,43,8,2.4867840279579183,0.38401889392105976,1.7341069958726412,3.2394610600431957,2.1027651340368587,0.0
37,75,47,2.5081357290197532,0.41158184273184495,1.7014353172653371,3.3148361407741693,2.096553886287908,0.0
32,99,17,2.600998129537509,0.5115176270693825,1.5984235804815192,3.6035726785934985,2.089480502468126,0.0
60,45,39,2.5203767619272948,0.4798107947855987,1.5799476041475213,3.4608059197070684,2.040565967141696,0.0
111,99,35,2.6562269472269016,0.6313478600498286,1.4187851415292376,3.8936687529245653,2.024879087177073,0.0
